output_1,output_2,output_3
1.0,7.0,-0.01335484347396232
1.0,1.0,0.005876559352373079
1.0,4.0,0.001924982035120593
0.0,0.0,780.5646809924712
1.0,3.0,22.57055698038959
1.0,12.0,161.1365000952178
1.0,8.0,447.1713398506085
1.0,6.0,0.01518021321430751
0.0,0.0,1192.345878402588
1.0,1.0,-0.01178623138912371
1.0,4.0,545.841875246523
1.0,1.0,-0.008608840470515133
0.0,0.0,1079.370259869646
1.0,1.0,46.92961552432018
0.0,1.0,1006.592333722846
1.0,6.0,-0.002058893266962514
1.0,10.0,302.8561868554502
1.0,4.0,358.7998136549886
1.0,9.0,98.26110453964712
1.0,13.0,-0.001196069329921556
0.0,2.0,1253.274477037574
1.0,7.0,449.4412331752179
1.0,1.0,-0.002607026236319143
1.0,8.0,192.2547095507111
1.0,1.0,98.7941089024931
0.0,2.0,1270.544797108659
1.0,2.0,2.588967636462395
1.0,3.0,57.36123042324007
0.0,0.0,1122.69204061693
1.0,1.0,0.01386921292828447
1.0,4.0,33.11765180041813
1.0,3.0,107.6410757571999
1.0,2.0,58.96214816645723
1.0,4.0,459.2572959407165
1.0,5.0,0.1372888257338268
1.0,2.0,0.005170404505292936
1.0,1.0,6.789396768728923
1.0,1.0,31.36780835795409
1.0,1.0,0.03941613988240533
1.0,8.0,438.6083846081792
1.0,4.0,96.9816229355359
1.0,4.0,62.37569596274471
1.0,5.0,97.32283631818883
0.0,0.0,1218.060382047034
0.0,4.0,1055.779933332061
1.0,7.0,374.9909455318996
1.0,5.0,-0.03161816373312831
1.0,6.0,148.6596038527476
0.0,3.0,954.0695028636125
1.0,1.0,57.40633917509631
1.0,2.0,-0.005995269829327299
0.0,1.0,987.5877332405108
1.0,1.0,-0.02529060272649986
0.0,9.0,887.1548576167039
1.0,4.0,110.7265961792582
1.0,3.0,2.944648866753072
1.0,4.0,381.2340906606029
1.0,8.0,164.4932849234216
1.0,7.0,537.1019515093031
0.0,2.0,1075.142568720152
1.0,5.0,19.84675827719121
1.0,5.0,198.136162124959
0.0,4.0,996.5035785093966
1.0,13.0,268.5384952623633
1.0,1.0,18.15564047755313
1.0,4.0,-0.05394267799033514
1.0,4.0,87.5224680891545
0.0,7.0,922.8868305607745
0.0,3.0,1331.440328787119
1.0,1.0,0.02009780828234398
1.0,6.0,110.8014963516193
0.0,5.0,918.5855727088835
0.0,1.0,1094.666082162904
0.0,1.0,835.198297093089
0.0,2.0,1258.251178506297
0.0,3.0,1040.047727359284
1.0,1.0,71.23717195842926
1.0,11.0,170.5842554837256
1.0,1.0,4.880135139721471
0.0,0.0,1035.415881376092
