output_1,output_2,output_3
1.0,7.0,112.8745593421476
1.0,8.0,221.8200830203544
0.0,0.0,792.5187948289681
1.0,1.0,-0.001884980973045458
1.0,9.0,402.3452753411387
1.0,1.0,-0.01346663609297138
1.0,5.0,346.5290352320147
1.0,6.0,-0.0254103455290533
1.0,1.0,82.92369425553827
1.0,1.0,-0.004948823376707878
1.0,6.0,-0.00477728760233731
1.0,3.0,74.36814384562729
0.0,0.0,1382.061382237415
1.0,4.0,-0.02891253097800472
1.0,1.0,0.001230340422239351
1.0,1.0,-0.00325183456322975
1.0,4.0,55.34281461705999
0.0,4.0,934.5442232992878
1.0,7.0,-0.02821232373321436
1.0,4.0,142.1204189887223
1.0,1.0,0.003114181821842976
0.0,3.0,1000.460112040936
0.0,0.0,943.673571991663
0.0,7.0,1034.185224659176
1.0,10.0,-0.00216936188235195
0.0,4.0,1412.005887945312
1.0,4.0,0.003307125895958052
1.0,2.0,88.16123287241061
0.0,9.0,1024.041212174611
1.0,4.0,18.53906734036326
1.0,1.0,0.02593833648916188
1.0,4.0,52.43065969339769
1.0,3.0,23.40435860523904
1.0,2.0,59.71608500913591
0.0,0.0,886.7931183050341
1.0,3.0,0.05187000595674363
1.0,1.0,-0.001057347759569893
1.0,2.0,433.2043657036767
1.0,1.0,0.01893433180953252
1.0,1.0,0.003585146872410405
1.0,4.0,215.6112815462413
0.0,7.0,719.5056610486918
0.0,0.0,1338.624034600627
1.0,4.0,498.3411280247362
0.0,4.0,1123.548549435528
1.0,6.0,0.002558857287453975
1.0,2.0,-0.003830161371411123
1.0,4.0,232.9214207540521
1.0,1.0,0.03666826907101495
1.0,6.0,106.9226648239678
0.0,1.0,1204.596051098726
1.0,2.0,0.05308300160891122
0.0,4.0,837.2581639591073
1.0,1.0,81.38990101751818
1.0,1.0,23.86426637721339
1.0,2.0,74.76492746094463
1.0,2.0,5.008334594796585
0.0,4.0,1032.216242094792
1.0,1.0,-0.003164507982205578
1.0,2.0,110.258200414356
0.0,6.0,837.8509136703277
1.0,4.0,804.7816120379202
1.0,3.0,0.0193490294689127
1.0,6.0,68.50538505102733
0.0,0.0,1264.935239996556
1.0,3.0,58.64919920043653
1.0,1.0,-0.003336026673537162
1.0,2.0,-0.003199216204393451
1.0,5.0,232.762008781639
1.0,11.0,295.0853433316267
1.0,4.0,63.00719940990298
1.0,2.0,0.0004901505827774599
0.0,0.0,1235.938217397686
1.0,4.0,-0.005819758800726049
0.0,5.0,1054.480532408581
1.0,4.0,469.0056191761122
1.0,4.0,25.5946490936029
1.0,9.0,166.8512948423164
1.0,2.0,90.03897556736635
1.0,2.0,267.8106233712554
1.0,4.0,604.6792166871719
0.0,2.0,1236.943454857893
1.0,1.0,0.03947775725100655
1.0,4.0,220.7203781873313
1.0,6.0,-0.04002090513608891
0.0,1.0,955.9290331574124
0.0,4.0,899.25502751896
0.0,2.0,904.0623751737946
1.0,2.0,896.0301827975777
1.0,17.0,76.70854835778886
1.0,10.0,635.0351940533652
1.0,1.0,0.002701094659073533
1.0,7.0,24.76888702289483
0.0,1.0,985.166076311444
0.0,3.0,845.1307750385224
1.0,8.0,143.720165205762
1.0,4.0,179.6935469508564
0.0,6.0,920.2513149143364
1.0,1.0,0.001967368493296817
1.0,1.0,-0.02265359374246145
0.0,7.0,952.1475497353406
1.0,2.0,-0.003620615865884247
0.0,0.0,1191.214017082637
0.0,10.0,681.5254831302684
1.0,1.0,0.0007796333513852005
0.0,8.0,807.0592936957095
1.0,3.0,-0.001828323898848794
1.0,7.0,0.03292137908579207
1.0,1.0,71.28302704353314
0.0,0.0,987.7549912707676
0.0,1.0,1125.428572724172
0.0,0.0,1043.88366470587
1.0,11.0,0.001489419679046478
0.0,0.0,952.6949622787944
1.0,2.0,43.39169122133202
1.0,1.0,2.548801751345309e-05
1.0,1.0,-0.03267382306762556
0.0,1.0,879.4223611558253
1.0,17.0,299.8410345131845
0.0,0.0,1364.100933357997
1.0,3.0,331.612135874233
0.0,3.0,1243.607964702804
1.0,9.0,-0.008281162266484898
1.0,3.0,47.10034746043019
1.0,4.0,406.2120514503646
1.0,2.0,-0.0006084883528956198
0.0,13.0,655.1378667996855
1.0,2.0,125.4450176593329
1.0,3.0,333.0326672938459
1.0,9.0,145.9530245596742
0.0,3.0,981.4524825215102
0.0,0.0,1114.147381928444
0.0,4.0,957.438115457077
1.0,15.0,96.74675822973909
1.0,1.0,0.003176234810325695
1.0,7.0,148.933902897728
1.0,3.0,73.26091375368308
1.0,6.0,29.93266564992787
1.0,5.0,0.007954698656249093
1.0,12.0,165.3613252343265
1.0,3.0,41.704440980022
1.0,5.0,2.94457729685104
0.0,0.0,1265.321337398999
1.0,15.0,-0.003133567469262744
1.0,3.0,33.61527809152798
1.0,6.0,90.10828760513323
0.0,2.0,1090.333208134245
1.0,8.0,179.6730175935699
1.0,7.0,61.20391800615464
1.0,1.0,0.002515979498980414
1.0,3.0,298.3519938666841
0.0,19.0,465.9262271631866
0.0,1.0,1316.848566050207
1.0,1.0,67.30892535636211
1.0,1.0,-0.004166915250834791
1.0,11.0,152.0194674826198
1.0,5.0,129.318228466711
0.0,1.0,919.8522122863808
1.0,2.0,92.59437790249727
1.0,2.0,0.004701552884625926
1.0,2.0,68.66200367418871
1.0,7.0,195.5619899113177
1.0,3.0,244.0390962423147
1.0,3.0,245.4605260191914
0.0,3.0,990.7317791138094
1.0,2.0,65.37030194564642
1.0,3.0,-0.02233803999752126
1.0,1.0,0.009635662008122381
1.0,3.0,58.58016985029315
1.0,3.0,33.3163877955616
0.0,7.0,1070.42039666453
0.0,4.0,1006.18631478837
0.0,7.0,1056.84254109583
0.0,2.0,762.797866966373
1.0,3.0,0.02953627389388203
1.0,1.0,-0.02796178818903172
1.0,7.0,201.5059128344171
1.0,1.0,169.783646596455
1.0,5.0,94.32040566122265
1.0,10.0,-9.12265379611199e-05
1.0,5.0,-0.01188650105405031
1.0,1.0,66.56901096292312
1.0,1.0,0.02008791805383225
1.0,1.0,-0.004745848196648694
1.0,6.0,32.89893367290781
1.0,12.0,91.17134744320879
1.0,10.0,-0.04260707791831919
1.0,1.0,115.4931422390737
1.0,4.0,188.2212176612955
1.0,1.0,0.0218380841220096
1.0,3.0,436.132441900835
1.0,1.0,17.3508624463384
1.0,2.0,54.70634724690936
1.0,4.0,-0.03016118645837196
1.0,5.0,0.00328434711252612
1.0,1.0,0.003346293172171499
1.0,2.0,-0.05429260798337054
1.0,1.0,0.0006232098747886994
1.0,8.0,0.04541141163076645
1.0,2.0,42.48338569093299
1.0,6.0,120.4807157478394
1.0,4.0,0.001921261024563137
1.0,2.0,0.007328740779257714
1.0,4.0,13.85143529264415
1.0,3.0,0.004024437417115223
1.0,2.0,113.6206551157578
0.0,3.0,1144.401003763269
1.0,4.0,-0.00389927378887478
0.0,3.0,823.6881392363598
1.0,1.0,0.002620316112484034
0.0,2.0,1111.486770218497
0.0,1.0,1108.142297013739
1.0,1.0,-0.00224193318183552
1.0,6.0,0.004130213099301727
0.0,1.0,1216.084373059613
0.0,3.0,1313.597468123988
1.0,10.0,166.7533793290229
1.0,5.0,122.6300114282847
1.0,7.0,175.9606118379218
1.0,2.0,43.40556511357511
1.0,4.0,44.17536140872824
0.0,0.0,1152.202087373676
1.0,1.0,0.01404798413591379
1.0,3.0,639.8836786993112
0.0,2.0,841.2247881722881
1.0,5.0,74.28882757950102
0.0,0.0,1173.287226403393
0.0,3.0,1266.287392122604
0.0,0.0,1171.005027811742
1.0,2.0,157.0037438196498
1.0,1.0,0.008596842850920439
0.0,0.0,1280.037856021129
1.0,6.0,0.004358096772193676
1.0,2.0,490.8503803907795
1.0,3.0,-0.01934921761971964
1.0,3.0,420.5435743070345
0.0,4.0,1457.294184016865
1.0,7.0,46.8603296066448
1.0,1.0,6.496665717501914
0.0,1.0,490.6791672529846
0.0,4.0,1029.771929159949
1.0,7.0,-6.448492899835401e-05
1.0,1.0,0.002019839173726723
1.0,7.0,0.001657390477589615
1.0,1.0,-0.0006987753739622349
1.0,3.0,127.5817109552914
1.0,6.0,53.87871777597658
1.0,5.0,204.5760883311853
1.0,4.0,-0.006929993722224026
1.0,10.0,241.1056568772671
1.0,7.0,603.5073932693572
1.0,1.0,0.00374595919015519
0.0,0.0,733.9185241078728
1.0,4.0,228.754964892491
1.0,10.0,0.006978255171588899
1.0,1.0,-0.0004027731326914363
1.0,3.0,563.2234915995872
1.0,4.0,-0.002836889304603574
0.0,0.0,1024.425948804598
1.0,5.0,247.1753829022784
1.0,1.0,-0.02904750766833786
0.0,0.0,1547.279791875796
0.0,1.0,984.4628190991652
1.0,1.0,0.03599169474910013
1.0,4.0,416.395149693076
1.0,5.0,254.6301375932125
1.0,2.0,0.005165167421750994
1.0,4.0,180.83941731583
0.0,6.0,1187.523788344351
1.0,2.0,1061.217521547361
1.0,1.0,0.002125571056581066
1.0,1.0,451.5788591032456
1.0,3.0,53.75866726108205
1.0,1.0,-0.003034557316709652
1.0,1.0,37.33240941340443
1.0,1.0,51.60193178759503
1.0,3.0,28.52695964044277
1.0,1.0,48.78736779407325
1.0,3.0,110.5692567153966
1.0,1.0,32.51002061256609
1.0,1.0,21.26571982734912
0.0,4.0,1073.835978087731
0.0,1.0,834.3759291182843
1.0,6.0,93.1773896214914
1.0,7.0,1.400257429691459
1.0,3.0,-0.0006662725987780505
1.0,1.0,79.3036484581608
1.0,2.0,279.999092601387
1.0,6.0,225.1040471654913
1.0,11.0,545.9825906930073
0.0,8.0,1052.89298940324
1.0,8.0,-0.0004062882169364457
1.0,3.0,64.7755235215925
1.0,5.0,93.1883656129006
1.0,5.0,111.620916617988
1.0,5.0,120.1702803197831
0.0,2.0,1028.331267549695
1.0,1.0,-0.01246086561013726
1.0,1.0,0.03325161447924074
1.0,3.0,78.92718577459226
1.0,1.0,7.412098476634785
1.0,4.0,0.002835479255338669
1.0,7.0,386.2586473191335
1.0,1.0,0.007607649765759561
1.0,1.0,-0.01575937067559607
0.0,1.0,1033.658680397207
1.0,1.0,38.58118155144287
1.0,5.0,-0.002639202596469659
1.0,1.0,0.005204593477174058
0.0,4.0,934.0489017105704
1.0,1.0,43.42825392537991
1.0,4.0,135.5943635740053
1.0,4.0,199.0606272554549
1.0,8.0,560.1197832475071
1.0,1.0,77.61260042966897
0.0,7.0,1036.706939745488
1.0,12.0,170.4665474252609
1.0,3.0,354.9738839327398
0.0,3.0,1231.930660327341
1.0,1.0,0.02870456281584666
0.0,0.0,1094.273102086572
1.0,14.0,165.1356961921338
1.0,3.0,847.5658526197851
1.0,3.0,47.23945051419711
0.0,0.0,1145.73941144034
1.0,4.0,66.1025913967644
1.0,9.0,253.7207030424238
1.0,1.0,110.1474071746577
1.0,8.0,147.34167235465
1.0,5.0,102.836565903039
1.0,1.0,70.23655655745905
0.0,1.0,900.335267802762
1.0,3.0,80.98379368358908
1.0,5.0,283.800904268805
1.0,1.0,-0.002570402879200628
0.0,0.0,793.3812593190535
0.0,3.0,903.4071035143992
1.0,8.0,125.0965879623144
1.0,6.0,400.3123173619493
1.0,7.0,138.6714699132025
1.0,4.0,10.15135053414454
1.0,3.0,0.02931910823417638
1.0,7.0,503.9656980037191
0.0,6.0,988.6704905216956
0.0,0.0,972.6289267548696
0.0,3.0,1403.391518330437
1.0,1.0,-0.04653443565962334
1.0,2.0,51.55840136516353
1.0,2.0,228.7839485453273
1.0,1.0,33.85982252475243
1.0,6.0,62.34756524135164
0.0,2.0,1166.649594275876
1.0,5.0,66.11108188764247
1.0,1.0,22.16907266776326
1.0,2.0,0.02051323138266525
1.0,4.0,882.6230402600125
1.0,4.0,288.4960267100798
1.0,7.0,92.1310190323713
1.0,1.0,-0.04052095588781413
0.0,4.0,1052.160305293938
1.0,1.0,82.46432415098676
1.0,8.0,523.7911277742177
1.0,1.0,0.004844190243602498
1.0,8.0,163.8790162240488
0.0,0.0,884.793105422367
1.0,2.0,36.37750531957466
1.0,1.0,-0.0008358234334764347
0.0,0.0,962.5683569398128
1.0,7.0,126.747320478016
0.0,2.0,1228.831449910788
1.0,1.0,0.01934560003519437
1.0,2.0,52.73070564405118
1.0,1.0,56.65177844568208
1.0,3.0,0.004944975623516257
1.0,4.0,35.78326854152339
0.0,3.0,1551.218457389413
1.0,1.0,62.92254541962948
1.0,3.0,712.8413600114842
1.0,3.0,99.23175712707993
1.0,5.0,89.53326036212331
1.0,6.0,199.761862732958
1.0,1.0,0.003052531978710249
1.0,6.0,-0.00170669920362343
0.0,6.0,1138.363015279261
1.0,1.0,-0.0003785372980473767
0.0,1.0,738.8797453949805
1.0,8.0,61.43260015893294
1.0,2.0,0.0006510371649710578
0.0,6.0,969.5324959613793
1.0,1.0,-0.02264260646245475
1.0,1.0,25.28121160265662
0.0,0.0,1029.71819222563
0.0,0.0,1053.881046974231
1.0,8.0,116.3083225882261
1.0,1.0,3.623061980384852
1.0,7.0,44.57897078913084
1.0,1.0,71.04039414191224
1.0,10.0,55.37359670915882
1.0,9.0,127.3755533758373
1.0,7.0,135.5632069765511
0.0,3.0,986.7133971088036
1.0,3.0,248.2548666654614
1.0,3.0,287.6093168505205
1.0,1.0,21.48321249083884
1.0,1.0,18.30293954645494
1.0,2.0,63.58211024972857
1.0,1.0,415.1839641352412
1.0,10.0,30.120819749324
1.0,5.0,62.52950381681033
0.0,4.0,1159.579158886485
1.0,6.0,0.00531025655106987
1.0,6.0,417.8434759272862
1.0,2.0,51.80548647063551
0.0,0.0,1054.086672872436
0.0,0.0,614.3052984179933
1.0,3.0,150.8743102549552
1.0,8.0,40.48929139365738
1.0,7.0,97.62226208850754
0.0,8.0,1029.814836004065
1.0,3.0,178.5588065153909
0.0,2.0,1224.872352199669
1.0,1.0,0.0375942102443787
0.0,3.0,1201.242826123849
1.0,5.0,762.7124892879652
1.0,10.0,42.97818333264857
1.0,1.0,791.8139555140028
0.0,4.0,984.5726886124456
1.0,2.0,274.0632992949627
0.0,5.0,1001.122643226692
1.0,3.0,-0.0005168332160110367
1.0,4.0,-0.03356253444098911
1.0,1.0,68.32382960938287
0.0,1.0,1213.399498304881
1.0,2.0,79.44095691720689
1.0,3.0,679.8742097316277
1.0,3.0,193.4907671098754
1.0,6.0,296.5074980580284
1.0,3.0,124.5883915525354
1.0,5.0,454.8975812541482
1.0,1.0,-0.001775676503825707
1.0,1.0,64.8746764344646
0.0,2.0,1053.542035212321
1.0,2.0,4.058301667217864
0.0,2.0,1307.942169739718
1.0,1.0,0.02075372664194219
0.0,0.0,1224.880111569501
1.0,1.0,86.31619240468001
1.0,7.0,396.6178500239383
1.0,4.0,127.8623830447985
1.0,2.0,0.003327039731971126
1.0,9.0,13.87601260955834
1.0,1.0,81.70903155263275
0.0,3.0,1239.989024679118
0.0,1.0,836.6426565721321
1.0,20.0,193.4725121208356
0.0,0.0,918.2855250475332
1.0,13.0,186.5371774363473
1.0,3.0,18.95596734790902
1.0,1.0,0.003956902764343795
0.0,0.0,743.6316676270246
1.0,4.0,70.42817035399997
1.0,1.0,0.03425881501425465
1.0,8.0,156.2781273812226
1.0,3.0,-0.003930137617658147
1.0,1.0,64.56189496729702
1.0,2.0,49.2046274269977
1.0,1.0,22.19018099714132
0.0,4.0,1243.545979137852
0.0,4.0,1268.766537981339
0.0,1.0,1274.848126530157
1.0,4.0,96.38535479848795
1.0,2.0,-0.002018895397441156
1.0,1.0,-0.02041094615105976
0.0,6.0,1331.062158780986
0.0,3.0,1043.960562247657
1.0,5.0,76.7113585309213
1.0,1.0,0.03196877476511872
1.0,1.0,38.02153802973206
1.0,1.0,-0.01122375863610614
1.0,7.0,363.0803483247273
1.0,3.0,67.80527702421739
1.0,2.0,0.0154206759709723
1.0,2.0,0.003350057259581263
1.0,3.0,2.347608489372596
1.0,1.0,0.04319186490874927
0.0,0.0,1348.609727179444
1.0,4.0,24.93920495068273
1.0,5.0,103.1171306873457
1.0,9.0,508.2293246617194
0.0,7.0,559.8448901605002
0.0,0.0,384.817296439757
1.0,5.0,69.07682535555155
0.0,5.0,883.9483990939735
1.0,3.0,103.6560667160435
1.0,8.0,94.06064695112673
1.0,4.0,117.472929479901
0.0,4.0,1312.733456209755
0.0,4.0,906.4418876307462
1.0,1.0,-0.0001267106368914028
1.0,2.0,-0.003328590579599222
1.0,3.0,-0.001468667790959444
1.0,5.0,18.12081457262104
1.0,1.0,0.0002288333175783919
1.0,1.0,0.03449112843145485
1.0,1.0,0.02123511513877929
1.0,5.0,0.000211665066558453
1.0,1.0,0.002480203581626483
1.0,1.0,-0.00204752565389299
1.0,6.0,0.002338629579526241
1.0,5.0,0.003651213017292321
0.0,0.0,1239.713215812569
1.0,4.0,0.002334965713544079
1.0,1.0,-0.02723921818278541
1.0,3.0,97.46727770938963
1.0,4.0,230.9032907020184
1.0,5.0,364.605903650312
1.0,2.0,-0.0003061928915712997
0.0,5.0,877.1195603187834
1.0,1.0,-0.009232804103021408
0.0,5.0,961.5341402211563
0.0,8.0,866.5363448716286
1.0,1.0,40.68552962801772
1.0,9.0,308.667187930339
1.0,2.0,-0.01402582806645114
0.0,6.0,998.6370491257956
0.0,0.0,1263.529817180708
0.0,0.0,1624.114189742297
0.0,5.0,1196.228153794002
1.0,1.0,0.003760007963364842
0.0,2.0,993.576152504686
1.0,5.0,0.05353903590753362
1.0,2.0,78.59353818201144
1.0,4.0,-0.04197013077168776
1.0,1.0,-0.03110021808629426
0.0,3.0,1108.335070714636
1.0,6.0,90.6654091174951
1.0,2.0,17.20641552553589
1.0,16.0,0.002718909568557137
1.0,1.0,0.0009456071578597403
1.0,1.0,56.64078750055157
0.0,0.0,1290.946144197421
1.0,1.0,-0.001970827082459436
1.0,1.0,0.004269112110250717
1.0,7.0,323.8743464769479
0.0,2.0,1580.522727464052
0.0,2.0,1149.620973806124
1.0,3.0,204.9060161099322
0.0,6.0,1299.381563965599
1.0,1.0,0.02529018790914961
1.0,3.0,0.0006331776213528428
1.0,9.0,336.308734182888
0.0,1.0,860.2477429899029
1.0,9.0,94.34761665730716
0.0,0.0,1041.10677327692
1.0,1.0,-0.0009490067869819541
1.0,1.0,0.003201986712497273
1.0,11.0,105.5503789236562
1.0,11.0,291.2205015401856
1.0,5.0,184.2129362276019
1.0,1.0,58.84630370280718
0.0,3.0,944.4775653588548
1.0,1.0,0.006289193815064209
1.0,8.0,9.141461787853915
1.0,3.0,181.4196824932326
1.0,1.0,0.0008498452289131819
0.0,0.0,828.0288220642449
1.0,1.0,-0.01431654333487131
1.0,7.0,48.55121690592839
1.0,3.0,72.58526022695321
0.0,5.0,973.7189452012898
1.0,2.0,0.004122687672520442
1.0,4.0,86.65317397227076
1.0,1.0,0.001520185120796214
1.0,3.0,90.17688073607295
0.0,2.0,1111.126622775873
0.0,4.0,1146.106660380835
1.0,5.0,16.65874646974747
1.0,4.0,292.3393689344638
1.0,2.0,-0.03534013643388789
1.0,5.0,106.607881805313
1.0,11.0,353.986948818681
0.0,3.0,1110.651201354172
1.0,1.0,-0.01537421081093271
1.0,2.0,-0.04394823776510748
1.0,1.0,84.61166817252686
1.0,6.0,97.52627552393358
1.0,2.0,654.3916541118233
0.0,0.0,1417.283745516243
0.0,7.0,987.958311413018
1.0,4.0,91.75273386473262
1.0,1.0,-0.01750228464084103
1.0,6.0,197.3500706415528
1.0,2.0,573.2446287981533
1.0,3.0,218.1797035504387
1.0,6.0,110.3312779730175
0.0,1.0,904.9977661258702
1.0,6.0,33.84288391323149
1.0,6.0,167.3242894223994
0.0,4.0,787.3280647110576
0.0,2.0,1035.077112718105
1.0,4.0,58.34119378462062
1.0,3.0,-0.002017903046635183
0.0,0.0,1142.214132435367
0.0,5.0,1219.911466084635
1.0,5.0,98.7937852150208
1.0,2.0,-0.001603280006747809
1.0,4.0,96.4396599902898
1.0,1.0,0.02306485454164431
1.0,7.0,314.7699104943954
1.0,2.0,73.89376662038048
0.0,3.0,1032.804946073918
1.0,1.0,68.84186427384964
1.0,4.0,0.003639287811438408
1.0,7.0,-0.01903502681238933
1.0,1.0,0.004947197163232886
1.0,12.0,359.6384858896515
1.0,3.0,62.1417282602659
1.0,3.0,0.01047371850347645
1.0,1.0,0.001113829025143787
1.0,10.0,41.93610485125979
0.0,3.0,1011.434884999698
1.0,3.0,0.01725277180457852
1.0,4.0,78.05094992862435
0.0,5.0,720.1038076372828
1.0,1.0,-0.03287204207072136
1.0,1.0,0.04188323343328193
1.0,3.0,439.493049382369
1.0,3.0,93.2578139050891
1.0,3.0,16.61262947180242
1.0,4.0,153.9509058666626
0.0,5.0,1353.357371639402
1.0,10.0,175.3988404229729
1.0,8.0,313.8651024570221
1.0,4.0,72.15444852731838
1.0,2.0,129.3123589375637
1.0,2.0,-0.001897844416134831
0.0,2.0,1359.140663795609
0.0,4.0,1256.452771668781
1.0,8.0,-0.002199978575617934
1.0,16.0,0.002218342855940136
1.0,3.0,13.64670093748122
1.0,4.0,-0.02320255443680708
1.0,1.0,65.28603795092882
1.0,6.0,443.6690624726437
1.0,4.0,80.21658476528799
0.0,0.0,1134.074422462539
1.0,5.0,102.0687871262888
1.0,3.0,76.98847265668566
1.0,1.0,2.845531816375204
1.0,1.0,40.01274872623856
1.0,2.0,55.37866981335043
0.0,1.0,1138.136644362105
1.0,7.0,-0.002132579228600662
1.0,7.0,559.0068782679984
1.0,7.0,-0.01335484347396232
1.0,1.0,0.005876559352373079
1.0,6.0,0.001924982035120593
0.0,0.0,780.5646809924712
1.0,3.0,0.003556980389589626
1.0,12.0,161.1365000952178
1.0,8.0,447.1713398506085
1.0,6.0,0.01518021321430751
0.0,0.0,1192.345878402588
1.0,1.0,-0.01178623138912371
1.0,4.0,545.841875246523
1.0,1.0,9.055791159529486
0.0,0.0,1079.370259869646
1.0,1.0,46.92961552432018
0.0,1.0,1006.592333722846
1.0,6.0,-0.002058893266962514
1.0,3.0,302.8561868554502
1.0,4.0,358.7998136549886
1.0,3.0,0.002104539647120873
1.0,13.0,-0.001196069329921556
0.0,2.0,1253.274477037574
1.0,3.0,0.03123317521794888
1.0,1.0,-0.002607026236319143
1.0,9.0,192.2547095507111
1.0,1.0,98.90010890249309
0.0,2.0,1270.544797108659
1.0,2.0,2.681567636462395
1.0,3.0,57.34823042324008
0.0,0.0,1122.69204061693
1.0,1.0,0.01386921292828447
1.0,4.0,35.59265180041814
1.0,2.0,107.1810757571999
1.0,2.0,58.96814816645724
1.0,4.0,459.2572959407165
1.0,6.0,0.004478825733826852
1.0,2.0,0.005170404505292936
1.0,1.0,6.502296768728923
1.0,1.0,31.36280835795408
1.0,1.0,0.03941613988240533
1.0,8.0,438.6083846081792
1.0,6.0,97.9766229355359
1.0,6.0,919.0986959627447
1.0,6.0,98.11283631818883
0.0,0.0,1218.060382047034
1.0,6.0,633.4499333320609
1.0,6.0,374.9909455318996
1.0,6.0,-0.03161816373312831
1.0,4.0,10.79360385274756
0.0,3.0,954.0695028636125
1.0,1.0,57.66433917509632
1.0,2.0,-0.005995269829327299
1.0,1.0,-0.002266759489089054
1.0,1.0,-0.02529060272649986
0.0,9.0,887.1548576167039
1.0,3.0,0.01659617925815837
1.0,4.0,52.13734886675307
1.0,3.0,381.2340906606029
1.0,2.0,45.07928492342158
1.0,5.0,537.1019515093031
0.0,2.0,1075.142568720152
1.0,4.0,22.55175827719121
0.0,5.0,990.686162124959
0.0,4.0,996.5035785093966
1.0,13.0,268.5384952623633
1.0,1.0,0.0006404775531336782
1.0,5.0,-0.05394267799033514
1.0,7.0,87.5224680891545
0.0,7.0,922.8868305607745
0.0,2.0,1331.440328787119
1.0,1.0,0.02009780828234398
1.0,8.0,109.2414963516193
0.0,5.0,918.5855727088835
0.0,1.0,1094.666082162904
0.0,0.0,835.198297093089
0.0,2.0,1258.251178506297
0.0,3.0,1040.047727359284
1.0,1.0,71.23217195842928
1.0,9.0,170.5842554837256
1.0,1.0,4.150835139721471
0.0,0.0,1035.415881376092
0.0,12.0,584.0868976530946
1.0,1.0,-0.004002352490147132
1.0,2.0,-0.001975939321937403
0.0,1.0,1316.08501696326
1.0,8.0,110.9316347091375
1.0,9.0,93.74275674313012
1.0,8.0,686.7166811849927
1.0,6.0,-0.001246080697569596
0.0,4.0,1175.437760464022
0.0,2.0,1303.638955181762
1.0,13.0,34.87195821103048
1.0,3.0,-0.002413670727150929
0.0,3.0,748.6511583498434
1.0,1.0,82.9048289475234
1.0,6.0,71.9095802444089
1.0,1.0,46.73001370189936
1.0,7.0,227.5089750916755
1.0,7.0,0.006324653819206105
1.0,5.0,500.7956589531365
1.0,1.0,-0.03783388777083019
1.0,4.0,0.03960574377310877
1.0,1.0,5.199145422723054
1.0,4.0,381.6064588016229
1.0,2.0,120.6610358809877
0.0,3.0,1084.108511436043
1.0,9.0,469.1602315600471
1.0,1.0,-0.01240889070390949
1.0,3.0,439.1088297665748
0.0,2.0,1068.117731489508
1.0,2.0,16.03837400468644
1.0,1.0,-0.005209537413747967
0.0,1.0,1348.985777737395
1.0,3.0,62.43272416907531
1.0,2.0,-0.003638642589976371
1.0,1.0,31.09063433084072
1.0,7.0,116.9705877758443
1.0,9.0,48.15069195720601
0.0,0.0,1034.881653175306
1.0,4.0,205.1642655017764
1.0,1.0,-0.03540962598208353
1.0,3.0,167.1108828030725
0.0,6.0,959.607315607984
0.0,7.0,1183.789532738183
1.0,1.0,-0.0543126648924499
1.0,1.0,-0.03175163816126769
1.0,1.0,-0.0008694432247011719
0.0,2.0,1191.065631915522
1.0,3.0,-0.004383862106237757
0.0,2.0,981.9077903959308
1.0,7.0,131.6788208393101
1.0,1.0,0.002472555638178164
1.0,6.0,487.0621460928587
1.0,1.0,-0.001866984754997247
0.0,5.0,798.8770203211751
1.0,1.0,0.00382009652423676
1.0,3.0,0.005072664445378905
1.0,3.0,825.111192848786
1.0,1.0,0.02231704799828549
1.0,4.0,74.64355106320305
1.0,2.0,254.2780496532887
1.0,6.0,-0.001403262633516533
1.0,1.0,0.02900441949645938
1.0,4.0,44.78305437661632
0.0,6.0,1026.405204250932
1.0,1.0,-0.003625611255301919
1.0,2.0,551.6082866207172
1.0,8.0,54.94029431326921
1.0,6.0,154.1472928650986
1.0,2.0,113.705785133385
1.0,4.0,563.1452954674327
1.0,4.0,372.2540926439796
1.0,1.0,-0.02396232223281913
1.0,5.0,89.34177759096417
0.0,3.0,995.6893853249716
1.0,8.0,0.05443519490847848
0.0,5.0,722.1329073550337
1.0,7.0,612.6218959866601
1.0,1.0,-0.005919359166455251
1.0,4.0,0.01803977272538759
1.0,1.0,0.03467270325813843
0.0,2.0,896.1359022928413
0.0,2.0,724.1420556241109
1.0,1.0,0.01000391423258407
1.0,2.0,-0.02498053201998118
1.0,1.0,-0.03512774195564816
1.0,1.0,-0.04002362633696066
0.0,0.0,1195.376877388777
1.0,7.0,194.626160335956
1.0,1.0,6.996677069763386
1.0,1.0,7.847633835307371
0.0,0.0,1102.773865371469
1.0,1.0,-0.009380515841257875
0.0,3.0,1136.16837267635
0.0,1.0,1096.009885262109
1.0,5.0,252.5366740427526
1.0,12.0,0.004030665708341985
1.0,1.0,64.80006167056426
1.0,10.0,396.6571555147032
1.0,5.0,892.454414840744
1.0,1.0,86.65363980181559
0.0,1.0,1172.921588526154
1.0,3.0,28.54870989677917
1.0,6.0,233.7428905695312
1.0,1.0,44.04293713122967
0.0,5.0,1178.362997077634
1.0,6.0,448.7813175980511
1.0,11.0,44.5568296133019
1.0,11.0,519.6451968265668
0.0,4.0,879.5865602272319
0.0,0.0,1291.51080256178
1.0,11.0,198.4978733026603
1.0,2.0,0.008896345303355702
1.0,5.0,0.04636055760511226
0.0,0.0,1222.092632323262
1.0,1.0,28.26949205402374
0.0,2.0,1056.663676089816
0.0,5.0,1066.399612009285
1.0,2.0,72.80052731078085
